name,lat,lon,elev_m,prominence_m
,6.272208,80.626832,404.8,84.1
,6.189972,80.541734,394.8,84.1
,7.268547,80.396951,264.8,84.1
,6.302127,80.301724,254.8,84.1
,6.817785,80.237995,244.8,84.1
,7.003649,80.72219,1854.7,84.0
,7.322132,80.904205,1094.7,84.0
,7.803415,80.756367,444.7,84.0
,6.218363,80.380959,334.7,84.0
,7.579557,80.574491,904.6,83.9
,7.048748,81.446958,554.6,83.9
,6.872914,81.479824,404.6,83.9
,6.324636,80.292213,304.6,83.9
,7.644162,80.863783,284.6,83.9
,6.837612,80.695608,1834.5,83.8
,7.394935,80.36233,264.5,83.8
,6.222531,80.546871,254.5,83.8
,7.288813,80.310535,204.5,83.8
,6.561004,80.374728,414.4,83.7
,6.673668,81.069548,404.4,83.7
,7.242513,80.408111,394.4,83.7
,6.094152,80.445829,254.4,83.7
,7.606185,80.841751,234.4,83.7
,7.288493,80.651786,654.3,83.6
,7.30336,80.522721,704.2,83.5
,7.192183,80.90444,344.2,83.5
,8.097736,80.642023,324.2,83.5
,6.666116,80.220526,284.2,83.5
,7.794077,80.464496,254.2,83.5
,7.300258,80.363505,214.2,83.5
,6.380819,80.319821,204.2,83.5
,6.679963,80.230007,334.1,83.4
,7.051368,81.665275,284.1,83.4
,7.987071,80.830653,234.1,83.4
,6.453253,80.318129,204.1,83.4
,6.686506,80.788707,574.0,83.3
,7.194047,80.231316,314.0,83.3
,7.206137,80.380704,314.0,83.3
,7.710618,80.898335,224.0,83.3
,7.756477,80.705507,773.9,83.2
,6.648171,81.061122,433.9,83.2
,7.589368,80.821901,263.9,83.2
,6.540762,80.203305,203.9,83.2
,7.022094,80.701007,1733.8,83.1
,7.267586,80.952006,933.8,83.1
,6.730393,80.52873,823.8,83.1
,7.025664,81.244634,793.8,83.1
,6.486436,80.425238,753.8,83.1
,6.658208,81.061942,433.8,83.1
,7.126461,81.059778,403.8,83.1
,7.165332,80.879443,333.8,83.1
,7.050165,81.150159,1313.7,83.0
,6.330748,80.484728,733.7,83.0
,7.297624,81.36337,593.7,83.0
,6.758798,80.402248,363.7,83.0
,6.250628,80.355722,313.7,83.0
,7.152512,80.206921,303.7,83.0
,7.298557,80.289876,213.7,83.0
,6.356351,80.264524,203.7,83.0
,6.02235,80.68571,203.6,82.9
,7.171579,80.719726,943.5,82.8
,7.229042,80.552102,673.5,82.8
,7.210578,80.520871,663.5,82.8
,7.378572,81.476791,653.5,82.8
,6.600249,80.272146,303.5,82.8
,7.134202,80.33215,253.5,82.8
,6.674015,81.304799,243.5,82.8
,7.51585,80.740614,1343.4,82.7
,6.963734,80.588069,1713.3,82.6
,6.505488,80.529113,523.3,82.6
,7.107794,81.309353,333.3,82.6
,7.241009,80.927274,953.2,82.5
,7.323778,80.763997,793.2,82.5
,7.820415,80.497936,323.2,82.5
,8.093128,80.653729,243.2,82.5
,6.605366,80.632161,243.2,82.5
,6.375865,80.733649,393.1,82.4
,6.549771,80.775954,373.1,82.4
,6.665049,80.929804,323.1,82.4
,7.569467,80.482331,243.1,82.4
,7.476916,80.423139,233.1,82.4
,6.988414,80.2302,213.1,82.4
,7.446089,81.301871,213.1,82.4
,7.368148,80.44578,393.0,82.3
,7.210476,80.378256,323.0,82.3
,6.149216,80.430344,213.0,82.3
,6.68434,80.264734,492.9,82.2
,8.081751,80.809161,302.9,82.2
,7.648992,80.545091,282.8,82.1
,7.152201,80.443765,772.7,82.0
,6.664321,80.321734,562.7,82.0
,6.207517,80.389371,362.7,82.0
,7.520719,80.891214,362.7,82.0
,7.368206,80.538717,602.6,81.9
,7.18015,80.45298,322.6,81.9
,7.89424,80.559649,242.6,81.9
,8.071689,80.62951,232.6,81.9
,7.290384,80.625159,632.5,81.8
,7.197016,81.334447,432.5,81.8
,7.212875,80.332073,342.5,81.8
,6.556526,80.612371,332.5,81.8
,6.585127,80.102338,262.5,81.8
,7.386779,81.431423,222.4,81.7
,6.461231,80.465125,662.3,81.6
,6.249558,80.375243,332.3,81.6
,6.529928,80.581184,392.2,81.5
,6.554145,80.287926,342.2,81.5
,6.46083,80.297509,222.2,81.5
,6.973808,80.736041,2182.1,81.4
,7.297445,80.903654,952.1,81.4
,6.82661,80.388353,442.1,81.4
,7.284778,81.206861,252.1,81.4
,6.713362,81.294801,222.1,81.4
,7.289615,80.299939,202.1,81.4
,6.661273,80.730911,652.0,81.3
,7.162053,80.954138,482.0,81.3
,7.133285,81.513347,382.0,81.3
,7.288149,81.3476,302.0,81.3
,7.633153,80.396909,272.0,81.3
,6.910414,80.358695,272.0,81.3
,6.875869,80.826173,1921.9,81.2
,6.971272,81.077874,1121.9,81.2
,6.316436,80.651223,431.9,81.2
,6.955365,81.279587,371.9,81.2
,6.168029,80.631741,201.9,81.2
Kotakithula Kanda,6.956713,80.840028,1761.8,81.1
,7.320542,81.252,541.8,81.1
,7.155951,80.382921,361.8,81.1
,6.670134,80.473136,281.8,81.1
,7.095838,80.226815,281.8,81.1
,7.290145,80.287712,281.8,81.1
,7.589362,80.862956,261.8,81.1
,6.808718,80.404924,851.7,81.0
,7.217631,80.521139,651.7,81.0
,7.104017,80.262654,301.7,81.0
,7.315366,80.737641,571.6,80.9
,6.969319,80.400726,441.6,80.9
,7.237301,81.209533,431.6,80.9
,6.512162,80.362832,341.6,80.9
,7.119971,80.217281,331.6,80.9
,7.381971,81.122984,231.6,80.9
,6.287461,80.283842,221.6,80.9
,6.864917,81.090294,1181.5,80.8
,6.667569,80.31332,491.5,80.8
,6.182408,80.633635,201.5,80.8
,7.013417,80.815869,2151.4,80.7
,7.218516,80.793067,781.4,80.7
,6.8116,81.263422,501.4,80.7
,7.246545,81.187265,341.4,80.7
,7.606913,80.494541,231.4,80.7
,7.178166,81.433565,201.4,80.7
,6.945287,80.589977,1481.3,80.6
,7.233915,80.532268,631.3,80.6
,7.49576,80.658795,561.3,80.6
,6.524198,80.510658,521.3,80.6
,7.164181,80.210165,301.3,80.6
,6.440982,80.253592,251.3,80.6
,7.260081,80.334744,321.2,80.5
,7.22851,80.978614,291.2,80.5
,6.255768,80.338366,241.2,80.5
,6.488621,80.157255,221.2,80.5
,8.185919,80.842388,211.2,80.5
,6.940863,81.113692,1871.1,80.4
,7.152799,80.532583,811.1,80.4
,6.697356,80.81313,621.1,80.4
,7.346011,80.668346,581.1,80.4
,7.417224,80.412044,541.1,80.4
,7.003328,81.32824,441.1,80.4
,6.562581,80.315859,431.1,80.4
,6.878072,81.256975,381.1,80.4
,6.405166,80.734189,291.1,80.4
,7.663974,80.802602,281.1,80.4
,8.182642,80.627292,231.1,80.4
,7.113721,80.511148,851.0,80.3
,6.627905,80.786535,621.0,80.3
,7.211787,81.223634,401.0,80.3
,6.136167,80.391321,281.0,80.3
,6.360402,80.787344,261.0,80.3
,6.141581,80.374782,251.0,80.3
,6.290559,80.424558,241.0,80.3
,7.430289,81.08307,211.0,80.3
,6.769422,80.174545,211.0,80.3
,6.136989,80.401891,201.0,80.3
Ahumulu Kanda,6.943151,80.820207,1970.9,80.2
,6.885893,80.90137,1220.9,80.2
,6.264853,80.544683,340.9,80.2
,7.373938,80.937101,290.9,80.2
,6.812167,81.238995,270.9,80.2
,6.587398,81.065971,250.9,80.2
,7.879898,80.906819,230.9,80.2
,7.070824,81.37204,230.9,80.2
,7.015832,80.615474,1490.8,80.1
,7.256221,80.708848,630.8,80.1
,6.596357,81.055395,330.8,80.1
,6.885249,80.166799,270.8,80.1
,7.403628,80.374823,260.8,80.1
,6.902015,81.181531,760.7,80.0
Mulawella,6.424039,80.427179,750.7,80.0
,7.215902,81.413246,690.7,80.0
,7.737203,80.902967,340.7,80.0
,8.6286,80.581328,220.7,80.0
,7.213362,81.48088,350.6,79.9
,7.765089,80.52354,340.6,79.9
,7.161363,81.422405,290.6,79.9
,7.636428,80.419746,250.6,79.9
,6.891916,81.470894,220.6,79.9
,7.229406,81.238321,310.5,79.8
,7.685392,80.887994,270.5,79.8
,6.908128,80.243051,220.5,79.8
,6.092615,80.668352,220.5,79.8
,6.777659,81.29297,220.5,79.8
,6.862035,80.782197,2010.4,79.7
,6.994391,80.590501,1520.4,79.7
,6.808253,81.347284,490.4,79.7
,6.185631,80.540652,390.4,79.7
,7.159355,80.259061,220.4,79.7
,6.59166,80.374432,640.3,79.6
,6.533035,80.343013,390.3,79.6
,6.909356,80.391001,260.3,79.6
,7.098375,80.313988,260.3,79.6
,6.847927,80.742837,1690.2,79.5
,7.489793,80.887672,450.2,79.5
,7.185217,81.206224,420.2,79.5
,6.634428,80.269398,330.2,79.5
,6.535457,80.320767,330.2,79.5
,6.178785,80.42653,260.2,79.5
,7.03958,81.155853,1390.1,79.4
,7.729598,80.622559,480.1,79.4
,6.749021,81.16512,270.1,79.4
,7.138372,80.180865,260.1,79.4
,7.094144,80.173589,240.1,79.4
,6.581468,80.989191,250.0,79.3
,7.040916,81.595474,200.0,79.3
,7.311536,80.950665,789.9,79.2
,7.436348,80.657452,579.9,79.2
,6.291058,80.364908,419.9,79.2
,6.594451,81.067602,299.9,79.2
,6.224704,80.553918,249.9,79.2
,7.476707,81.516356,239.9,79.2
,7.28942,80.37873,219.9,79.2
,7.090192,80.723809,2079.8,79.1
,7.762717,80.707138,779.8,79.1
,7.654726,80.6302,539.8,79.1
,7.011256,80.279319,259.8,79.1
,7.33158,80.533574,619.7,79.0
,6.674217,80.495383,309.7,79.0
,6.981723,80.316004,289.7,79.0
,7.334895,81.275654,229.7,79.0
,8.029119,80.837191,229.7,79.0
,7.643357,80.787101,549.6,78.9
,7.149541,80.21806,339.6,78.9
,7.299425,81.209321,309.6,78.9
,6.364201,80.794123,259.6,78.9
,6.898728,81.450273,239.6,78.9
,7.116781,80.765632,1199.5,78.8
,6.600503,80.807697,569.5,78.8
,7.776095,80.372302,329.5,78.8
,7.845086,80.474796,279.5,78.8
,6.511136,80.443666,719.4,78.7
,6.459791,80.350127,339.4,78.7
,6.859556,81.321016,299.4,78.7
,7.146704,81.429446,299.4,78.7
,7.925476,80.654323,279.4,78.7
,7.348193,80.810735,1339.3,78.6
,6.915935,81.065894,1059.3,78.6
,7.1987,80.882438,329.3,78.6
,6.860967,80.282463,259.3,78.6
,7.094928,81.149923,1409.2,78.5
,6.64874,81.009841,499.2,78.5
,6.764538,81.0905,379.2,78.5
,7.36583,81.472151,349.2,78.5
,6.539164,80.613191,349.2,78.5
,6.922434,80.182226,249.2,78.5
,6.664249,80.249832,369.1,78.4
,7.261278,81.358976,339.1,78.4
,6.179703,80.663726,239.1,78.4
,6.669581,81.097222,259.0,78.3
,7.34871,80.259389,219.0,78.3
,7.441784,80.708276,1348.9,78.2
,7.052074,80.415595,1158.9,78.2
,7.236654,80.244576,288.9,78.2
,6.608865,80.556193,238.9,78.2
,7.026437,80.831348,1938.8,78.1
,7.545142,80.690318,808.8,78.1
,6.308524,80.526497,668.8,78.1
,7.403744,80.537068,658.8,78.1
,7.381952,80.406094,628.8,78.1
,6.579979,80.106685,258.8,78.1
,6.187677,80.343302,228.8,78.1
,7.730864,80.457744,228.8,78.1
,6.559135,80.413793,558.7,78.0
,7.751814,80.555371,298.7,78.0
,6.159323,80.56018,218.7,78.0
,6.621662,80.83483,728.6,77.9
,6.452913,80.71764,618.6,77.9
,6.856125,81.229537,428.6,77.9
,7.176733,80.273166,238.6,77.9
,7.585558,80.8896,238.6,77.9
,7.063876,80.831624,1738.5,77.8
,7.256769,80.760467,668.5,77.8
,7.03503,81.359504,388.5,77.8
,7.208333,81.141322,358.5,77.8
,6.244415,80.391242,288.5,77.8
,6.88281,81.108765,1578.4,77.7
,7.01527,80.566054,1128.4,77.7
,7.744507,80.592364,448.4,77.7
,7.666745,81.205332,308.4,77.7
,7.690449,80.46702,268.4,77.7
,7.067028,81.092057,1148.3,77.6
,6.914018,80.458051,858.3,77.6
,6.461216,80.441529,518.3,77.6
,7.701137,80.719658,278.3,77.6
Saptha Kanya 2,6.893691,80.489826,1398.2,77.5
,7.105296,80.196659,228.2,77.5
,6.40449,80.404954,708.1,77.4
,7.354419,80.661007,598.1,77.4
,7.17257,80.19413,288.1,77.4
,6.802078,80.793053,2218.0,77.3
,6.809029,80.45975,1358.0,77.3
,6.965261,81.398513,298.0,77.3
,7.453183,80.771604,1357.9,77.2
,7.105551,80.460909,1137.9,77.2
Little Adam's Peak,6.865205,81.06342,1127.9,77.2
,6.352445,80.472242,587.9,77.2
,6.562062,80.098029,207.9,77.2
,7.440433,80.76345,1757.8,77.1
,7.049998,80.982066,837.8,77.1
,7.402384,80.529187,647.8,77.1
,7.545949,80.890405,347.8,77.1
,6.830872,81.252856,337.8,77.1
,6.714136,80.222371,317.8,77.1
,7.349099,81.178392,317.8,77.1
,6.783817,80.189182,277.8,77.1
,6.805871,80.701042,1797.7,77.0
,7.128131,80.979384,727.7,77.0
,7.096421,81.494822,357.7,77.0
,6.694935,80.279104,317.7,77.0
,6.828502,81.424119,267.7,77.0
,6.804788,80.834851,2207.6,76.9
Single Tree,6.958074,80.762378,2097.6,76.9
,6.886992,80.824546,1837.6,76.9
,6.931183,80.599213,1347.6,76.9
,7.211886,81.106554,517.6,76.9
,7.496847,80.66396,487.6,76.9
,7.025277,80.203818,277.6,76.9
,6.225233,80.524097,277.6,76.9
,7.006871,80.238324,247.6,76.9
,6.138045,80.362316,237.6,76.9
,7.272747,80.935707,947.5,76.8
,7.294624,80.439586,317.4,76.7
,8.092331,80.812157,317.4,76.7
,6.898001,80.167869,237.4,76.7
,7.115665,80.946516,677.3,76.6
,6.297706,80.613268,457.3,76.6
,7.0292,81.458334,387.3,76.6
,6.880247,80.30063,347.3,76.6
,6.467826,80.239732,287.3,76.6
,7.387903,80.385708,277.3,76.6
,6.071075,80.420096,207.3,76.6
,6.81966,80.549855,1257.2,76.5
,7.053161,81.134682,1147.2,76.5
,7.184558,80.984027,497.2,76.5
,6.750661,80.404154,397.2,76.5
,7.84655,80.757725,327.2,76.5
,8.064384,80.849989,227.2,76.5
,6.452769,80.389731,647.1,76.4
,6.702485,80.235409,337.1,76.4
,7.577025,81.122594,237.1,76.4
,6.572825,80.698093,477.0,76.3
,7.174482,80.204449,287.0,76.3
,7.298744,80.516203,706.9,76.2
,7.203659,81.211946,346.9,76.2
,7.776286,80.748208,306.9,76.2
,7.300382,80.534678,736.8,76.1
,6.984937,81.277989,406.8,76.1
,7.293961,81.247896,286.8,76.1
,6.796894,80.607134,1416.7,76.0
,6.786775,80.16801,236.7,76.0
,7.229367,80.738463,696.6,75.9
,6.657162,80.983254,496.6,75.9
,7.268416,81.489387,376.6,75.9
,6.182831,80.392642,276.6,75.9
,6.768091,80.195714,216.6,75.9
,7.037825,80.677652,1676.5,75.8
,7.164768,80.603199,786.5,75.8
,6.865746,81.363096,526.5,75.8
,6.685717,80.283998,396.5,75.8
,6.5869,80.579263,326.5,75.8
,7.418062,81.370051,306.5,75.8
,6.534353,80.300695,306.5,75.8
,6.696414,80.419663,276.5,75.8
,6.836351,81.4377,216.5,75.8
,7.176454,80.266104,216.5,75.8
,6.93473,80.886179,1206.4,75.7
,7.321055,80.868881,1156.4,75.7
,6.879268,80.423871,576.4,75.7
,7.503636,80.858589,486.4,75.7
,6.451806,80.22673,326.4,75.7
,8.403186,80.936138,206.4,75.7
,7.518788,80.571801,686.3,75.6
,6.677272,80.875538,446.3,75.6
,7.15243,81.16355,396.3,75.6
,6.986896,80.334734,256.3,75.6
,6.961363,81.470452,216.3,75.6
,6.961,81.010806,1206.2,75.5
,7.4016,80.592509,706.2,75.5
,6.881904,81.222232,446.2,75.5
,7.330956,81.389226,206.2,75.5
,7.185664,80.621663,766.1,75.4
,7.181402,81.224691,346.1,75.4
,6.355519,80.782191,306.1,75.4
,6.317737,80.505071,556.0,75.3
,7.696773,80.624475,486.0,75.3
,6.711877,81.135512,446.0,75.3
,7.693181,80.493669,286.0,75.3
,7.559945,80.444549,266.0,75.3
,7.011137,81.376037,256.0,75.3
,7.194852,81.015271,246.0,75.3
,6.98791,81.288038,385.9,75.2
,6.488718,80.673152,325.9,75.2
,6.899444,80.607641,1445.8,75.1
,6.93552,80.962197,1105.8,75.1
,7.650908,80.57908,495.8,75.1
,7.813182,80.781393,265.8,75.1
,7.178626,80.678708,1205.7,75.0
,6.288768,80.67021,485.7,75.0
,6.24059,80.356272,445.7,75.0
,7.178077,80.902806,385.7,75.0
,7.168133,80.353575,355.7,75.0
,6.440083,80.175485,205.7,75.0
,7.510086,80.531845,315.6,74.9
,6.661801,80.90294,275.6,74.9
,7.391822,80.566424,685.5,74.8
,7.175304,81.042967,435.5,74.8
,7.724471,80.752563,415.5,74.8
,6.571238,80.289537,305.5,74.8
,7.216616,80.276925,235.5,74.8
,6.764188,81.439773,205.5,74.8
,7.308241,80.218952,205.5,74.8
,7.237584,80.355684,285.4,74.7
,7.632498,80.696282,655.3,74.6
,7.019719,80.331988,265.3,74.6
,6.766872,81.46013,265.3,74.6
,6.321582,80.61787,405.2,74.5
,8.052992,80.839099,265.2,74.5
,7.185993,80.307381,235.2,74.5
,7.310478,80.854206,1465.1,74.4
,6.863445,80.319376,305.1,74.4
,7.645782,80.894238,285.1,74.4
,6.812562,80.470604,1415.0,74.3
,6.553253,80.989179,225.0,74.3
,6.874077,81.42418,454.9,74.2
,7.379956,81.45913,344.9,74.2
,6.848869,81.408675,314.9,74.2
,7.851132,80.61653,244.9,74.2
,6.490282,81.050996,214.9,74.2
,6.449652,80.680483,984.8,74.1
,6.470986,80.446404,834.8,74.1
,6.563595,80.664998,364.8,74.1
,7.861054,81.125818,354.8,74.1
,6.402627,80.160343,214.8,74.1
,7.488923,80.227423,204.8,74.1
,7.603736,80.879816,504.7,74.0
,6.569277,80.611011,334.7,74.0
,7.889831,80.45327,274.7,74.0
,7.418802,80.356057,224.7,74.0
,6.650421,80.824522,564.6,73.9
,7.295834,80.757749,534.6,73.9
,7.031905,81.463768,334.6,73.9
,7.329137,81.516925,314.6,73.9
,7.264288,81.04003,214.6,73.9
,6.985741,80.849536,2064.5,73.8
,6.896961,81.03765,1304.5,73.8
,7.461588,80.704196,1244.5,73.8
,6.862484,81.368792,624.5,73.8
,6.22109,80.400476,334.5,73.8
,7.685405,80.745767,254.5,73.8
,6.932815,81.310783,364.4,73.7
,7.75566,80.68674,334.4,73.7
,7.110042,80.316421,304.4,73.7
,7.592822,80.520651,274.4,73.7
,7.446665,80.694142,1144.3,73.6
,7.644429,80.881457,414.3,73.6
,7.772725,80.602688,284.3,73.6
,6.806625,80.205982,274.3,73.6
,7.3533,80.566986,594.2,73.5
,6.65907,80.961548,524.2,73.5
,7.700869,80.766978,254.2,73.5
,7.349413,81.557716,244.2,73.5
,6.479,80.29044,224.2,73.5
,6.87532,80.682029,1534.1,73.4
,6.965284,80.447157,814.1,73.4
,7.599372,80.600039,514.1,73.4
,7.010106,81.332321,384.1,73.4
,7.295092,80.35074,314.1,73.4
,6.526665,80.99161,204.1,73.4
,6.848495,81.263731,504.0,73.3
,7.54617,80.536446,304.0,73.3
,6.829746,80.844626,1983.9,73.2
,6.950401,81.046367,1013.9,73.2
,7.177772,80.561634,693.9,73.2
,6.378848,80.720903,383.9,73.2
,6.912325,81.180454,753.8,73.1
,6.325944,80.719824,433.8,73.1
,6.522368,80.811218,203.8,73.1
,6.511242,80.711395,303.7,73.0
,6.253892,80.367106,293.7,73.0
,6.861039,81.19534,533.6,72.9
,7.455131,81.437503,433.6,72.9
,7.015391,81.440393,403.6,72.9
,7.143403,80.309326,373.6,72.9
,6.664848,81.476809,243.6,72.9
,6.234517,80.737999,213.6,72.9
,6.761654,80.81232,1993.5,72.8
,7.78958,80.77024,433.5,72.8
,6.311809,80.599164,413.5,72.8
,6.566415,80.356005,363.5,72.8
,6.790862,80.181574,303.5,72.8
,6.72031,80.450852,253.5,72.8
,7.721215,80.810221,213.5,72.8
,6.973094,81.180234,1243.4,72.7
,7.112386,80.551616,893.4,72.7
,6.919721,81.371306,773.4,72.7
,6.688404,80.809873,583.4,72.7
,6.538287,80.477014,573.4,72.7
,7.137344,81.003562,343.4,72.7
,7.252629,81.029428,273.4,72.7
,7.912742,80.744934,273.4,72.7
,7.348048,80.414003,213.4,72.7
,7.329731,80.657753,553.3,72.6
,6.717603,81.093455,353.3,72.6
,7.886698,80.731604,273.3,72.6
,6.846014,80.897288,1443.2,72.5
,7.592886,80.87356,393.2,72.5
,7.10101,80.591002,973.1,72.4
,7.361471,80.655027,613.1,72.4
,6.35977,80.471966,493.1,72.4
,7.861737,80.712563,323.1,72.4
,6.524947,80.407579,323.1,72.4
,6.925306,80.326376,323.1,72.4
,6.887049,80.321254,283.1,72.4
,6.831677,81.481392,203.1,72.4
,7.229047,80.562154,633.0,72.3
,6.546467,80.556763,573.0,72.3
,6.429759,80.462432,483.0,72.3
,7.537536,80.648998,483.0,72.3
,8.079039,80.803445,283.0,72.3
,6.829025,81.438505,203.0,72.3
,6.951642,81.439489,203.0,72.3
Danigala,7.252028,81.379611,542.9,72.2
,6.34761,80.570407,522.9,72.2
,6.547783,80.478364,522.9,72.2
,7.008422,80.175329,222.9,72.2
,7.350081,80.674323,592.8,72.1
,6.719989,81.16971,292.8,72.1
,6.931723,80.591612,1322.7,72.0
,7.136257,80.544543,892.7,72.0
,6.361645,80.433458,612.7,72.0
,6.679124,81.013383,472.7,72.0
,7.472965,80.635154,442.7,72.0
,6.512852,80.628118,292.7,72.0
,6.551127,80.784635,242.7,72.0
,6.793248,81.15647,322.6,71.9
,8.172611,80.646354,292.6,71.9
,6.952118,80.281011,222.6,71.9
,6.841944,80.896472,1432.5,71.8
,7.503913,80.81564,852.5,71.8
,7.738572,80.70143,752.5,71.8
,7.12168,81.475308,362.5,71.8
,7.230196,81.261141,352.5,71.8
,6.565742,80.586867,252.5,71.8
,8.127267,80.553537,212.5,71.8
,6.401024,80.50096,932.4,71.7
,7.372241,81.350696,462.4,71.7
,7.091724,81.362562,332.4,71.7
,7.316106,80.515921,332.4,71.7
,6.927734,80.312528,292.4,71.7
,7.196784,80.252228,202.4,71.7
,6.604843,80.81665,572.3,71.6
,6.457857,80.309988,212.3,71.6
,7.956398,80.910652,202.3,71.6
,7.094219,81.318299,502.2,71.5
,6.503311,81.037983,282.2,71.5
,7.304769,80.264873,202.2,71.5
,7.064049,80.468812,1092.1,71.4
,6.456339,80.44994,532.1,71.4
,6.500664,80.735537,242.1,71.4
,6.337722,80.365684,232.1,71.4
,6.799422,81.463161,212.1,71.4
,6.792855,80.780839,2232.0,71.3
,6.883431,80.588644,1362.0,71.3
,6.972495,80.310855,292.0,71.3
,8.076522,80.24299,272.0,71.3
,6.185501,80.336798,202.0,71.3
,6.915202,80.86337,1221.9,71.2
,7.174702,81.13043,671.9,71.2
,6.460863,80.334124,411.9,71.2
,7.869011,80.559934,251.9,71.2
,7.675542,80.486338,241.9,71.2
,7.53347,80.889858,241.9,71.2
,7.108643,80.775138,1361.8,71.1
,6.889356,81.053119,1021.8,71.1
,7.27793,80.774866,551.8,71.1
,7.688904,80.617135,461.8,71.1
,6.60054,80.292221,341.8,71.1
,6.927234,80.358137,331.8,71.1
,6.595646,80.281103,281.8,71.1
,6.914627,80.970605,1251.7,71.0
,6.383406,80.534325,941.7,71.0
,7.206105,80.345391,321.7,71.0
,7.479217,80.872448,521.6,70.9
,6.185818,80.396164,281.6,70.9
,7.17427,80.253884,231.6,70.9
,7.055705,80.958171,841.5,70.8
,7.34647,81.5338,451.5,70.8
,7.811281,80.813492,331.5,70.8
,6.344234,80.367848,201.5,70.8
,7.092502,80.423168,911.4,70.7
,7.27241,80.484159,571.4,70.7
,6.334886,80.654744,471.4,70.7
,6.657973,80.990852,441.4,70.7
,6.315054,80.569878,441.4,70.7
,6.832551,80.354691,391.4,70.7
,7.380639,80.462348,341.4,70.7
,7.167922,80.165888,251.4,70.7
,6.629372,80.377386,231.4,70.7
,7.872706,80.411114,211.4,70.7
,6.790922,80.596551,1491.3,70.6
,7.365421,81.380306,251.3,70.6
,6.525581,80.565724,441.2,70.5
,6.791497,80.806623,2181.1,70.4
,6.883196,80.75125,1891.1,70.4
,6.872059,80.894851,1241.1,70.4
,7.324555,80.249907,291.1,70.4
,7.163681,80.245747,251.1,70.4
,7.228716,80.187267,251.1,70.4
,6.606706,80.581968,241.1,70.4
,6.652593,80.790877,611.0,70.3
,7.269789,80.740905,581.0,70.3
,7.187268,80.989733,441.0,70.3
,7.83968,80.504181,341.0,70.3
,7.191138,81.254309,331.0,70.3
,6.86941,80.316113,281.0,70.3
,7.893449,80.608351,231.0,70.3
,7.270309,80.925653,1010.9,70.2
,6.959826,81.149544,950.9,70.2
,6.840444,80.385899,510.9,70.2
,6.676966,80.986519,480.9,70.2
,6.366639,80.718193,380.9,70.2
,7.132589,81.205088,370.9,70.2
Narangala,7.292091,80.333898,290.9,70.2
,6.777227,81.174913,270.9,70.2
,6.789022,80.959697,1450.8,70.1
,6.96524,80.388512,490.8,70.1
,6.270012,80.199541,210.8,70.1
,8.04633,80.183697,200.8,70.1
,6.776844,80.714074,1630.7,70.0
,7.610775,80.62233,590.7,70.0
,6.557338,80.604775,330.7,70.0
,7.762954,80.590996,300.7,70.0
,7.373211,80.339252,270.7,70.0
,8.097746,80.674688,260.7,70.0
,7.880728,80.83608,220.7,70.0
,7.170043,80.365253,210.7,70.0
,6.778731,80.902428,1640.6,69.9
,6.655529,80.99682,370.6,69.9
,7.579234,80.483412,240.6,69.9
,7.454522,80.649565,450.5,69.8
,7.720397,80.710408,330.5,69.8
,7.767334,80.751745,300.5,69.8
,6.181591,80.619539,260.5,69.8
,7.04104,80.227423,200.5,69.8
,7.135981,80.536123,850.4,69.7
,7.107743,81.059223,650.4,69.7
,7.337778,81.359075,530.4,69.7
,7.40839,80.942278,320.4,69.7
,7.229572,81.332042,310.4,69.7
,6.690489,80.484791,270.4,69.7
,6.761622,80.597105,1960.3,69.6
,6.918087,80.458049,850.3,69.6
,6.671042,80.767271,630.3,69.6
,6.379644,81.325643,290.3,69.6
,7.246758,80.304874,260.3,69.6
,7.166656,80.23841,240.3,69.6
,7.46947,81.462801,240.3,69.6
,7.37612,80.654207,660.2,69.5
,6.938323,81.231516,490.2,69.5
,7.678043,80.595384,450.2,69.5
,7.546226,80.867025,280.2,69.5
,6.78674,80.400598,530.1,69.4
,7.098517,81.354152,410.1,69.4
,7.189552,80.339974,370.1,69.4
,6.717836,80.405536,290.1,69.4
,8.05652,80.830118,260.1,69.4
,7.009422,80.345031,210.1,69.4
,7.668989,80.428421,200.1,69.4
,6.820789,80.869867,1890.0,69.3
,6.661003,80.80146,570.0,69.3
,7.83597,80.773232,540.0,69.3
,7.602385,80.85317,240.0,69.3
,7.015588,80.753959,2319.9,69.2
,6.895502,80.368752,399.9,69.2
,7.62354,80.880365,359.9,69.2
,7.950448,80.830648,339.9,69.2
,6.585375,80.321264,319.9,69.2
,7.042097,80.204341,309.9,69.2
,7.621103,80.862147,269.9,69.2
,7.693265,80.863793,219.9,69.2
,7.476209,80.601992,949.8,69.1
,6.858076,80.382627,659.8,69.1
,7.269673,80.449656,309.8,69.1
,7.057146,80.32109,289.8,69.1
,6.21845,80.523558,289.8,69.1
,6.611263,81.081449,269.8,69.1
,7.594963,80.474701,239.8,69.1
,6.878041,80.757223,1919.7,69.0
,6.690786,80.533092,529.7,69.0
,6.54189,80.663375,439.7,69.0
,6.891147,80.352468,299.7,69.0
,6.572559,80.80661,229.7,69.0
,7.398783,81.383612,219.7,69.0
,6.923882,80.682834,1429.6,68.9
,6.969973,80.966012,989.6,68.9
,7.227707,80.248933,249.6,68.9
,7.108738,81.18008,919.5,68.8
,7.742318,80.552384,299.5,68.8
,7.33209,80.479501,289.5,68.8
,6.719049,80.249502,279.5,68.8
